DocID,FilerName,MemberName,Sate,District,Year,Destination,Filing Type,Departure Date,Return Date,Travel Sponsor
500018629,Cyrus Artz,"Foxx, Virginia",NC,5,2018,"Las Vegas, NV",Original,1/10/2018,1/13/2018,Consumer Technology Association
500018630,Austin Agrella,"Hurd, Will",TX,23,2018,"Las Vegas, NV",Original,1/11/2018,1/13/2018,Consumer Technology Association
500018631,Michael Flynn,"McCaul, Michael",TX,10,2018,"Las Vegas, NV",Original,1/9/2018,1/11/2018,Consumer Technology Association
500018632,Gregory Meeks,"Meeks, Gregory",NY,5,2018,"Las Vegas, NV",Original,1/11/2018,1/13/2018,Consumer Technology Association
500018633,Philip Murphy,"Doyle, Michael",PA,14,2018,"Las Vegas, NV",Original,1/9/2018,1/11/2018,Consumer Technology Association
500018634,Miles Chiotti,"Davis, Rodney",IL,13,2018,"Las Vegas, NV",Original,1/9/2018,1/11/2018,Consumer Technology Association
500018635,Matt Stross,"Holding, George",NC,2,2018,"Las Vegas, NV",Original,1/10/2018,1/12/2018,Consumer Technology Association
500018636,Ernie Jolly,"Meeks, Gregory",NY,5,2018,"Las Vegas, NV",Original,1/11/2018,1/13/2018,Consumer Technology Associaiton
500018637,Christopher Randle,"Jeffries, Hakeem",NY,8,2018,"Las Vegas, NV",Original,1/10/2018,1/12/2018,Consumer Technology Association
500018638,James Grimm,"Issa, Darrell",CA,49,2018,"Las Vegas, NV",Original,1/10/2018,1/13/2018,Consumer Electronic Associaition
500018639,Kevin Talley,"Gaetz, Matt",FL,1,2018,"Las Vegas, NV",Original,1/11/2018,1/13/2018,Consumer Technology Association
500018640,Matt Gaetz,"Gaetz, Matt",FL,1,2018,"Las Vegas, NV",Original,1/11/2018,1/13/2018,Consumer Technology Association
500018641,Joseph Russo,"Goodlatte, Bob",VA,6,2018,"Las Vegas, NV",Original,1/9/2018,1/11/2018,Consumer Technology Association
500018642,Hope Goins,"Thompson, Bennie",MS,2,2018,"Las Vegas, NV",Original,1/10/2018,1/12/2018,Consumer Technology Association
500018643,Yvette Clarke,"Clarke, Yvette",NY,9,2018,"Las Vegas, NV",Original,1/11/2018,1/13/2018,Consumer Technology Association
500018644,Charlyn Stanberry,"Clarke, Yvette",NY,9,2018,"Las Vegas, NV",Original,1/11/2018,1/13/2018,Consumer Technology Association
500018645,Troy Clair,"Butterfield, G.",NC,1,2018,"Las Vegas, NV",Original,1/10/2018,1/12/2018,Consumer Techology Association
500018646,Samuel Negatu,"Cartwright, Matt",PA,17,2018,"Las Vegas, NV",Original,1/10/2018,1/12/2018,Consumer Technology Association
500018647,Justin Wein,"Price, David",NC,4,2018,"Santiago, Chile",Original,1/6/2018,1/14/2018,International Republican Institute
500018648,Erica Woods,"Thompson, Bennie",MS,2,2018,"Las Vegas, NV",Original,1/10/2018,1/12/2018,Consumer Technology Association
500018649,Jonathan Bosworth,"Blumenauer, Earl",OR,3,2018,"Los Angeles, CA",Original,1/12/2018,1/14/2018,National Railroad Construction and Maintenance Association
500018650,Jack Bergman,"Bergman, Jack",MI,1,2018,"Orlando, FL",Original,1/5/2018,1/7/2018,Bipartisan Policy Center
500018651,Walker Barrett,"Denham, Jeff",CA,10,2018,"Los Angeles, CA",Original,1/12/2018,1/14/2018,National Railroad Construction and Maintenance Association
500018652,Blake Farenthold,"Farenthold, Blake",TX,27,2018,"Las Vegas, NV",Original,1/11/2018,1/13/2018,Consumer Technology Association
500018653,Brighton Haslett,"Walden, Greg",OR,2,2018,"Las Vegas, NV",Original,1/10/2018,1/12/2018,Cosumer Technology Association
500018654,Barbara Lee,"Lee, Barbara",CA,13,2018,"Havana, Cuba",Original,1/24/2018,1/28/2018,Center for Democracy in the Americas
500018656,Svetlana Matt,"McNerney, Jerry",CA,9,2018,"Las Vegas, NV",Original,1/9/2018,1/11/2018,Consumer Technology Association
500018657,Roger Marshall,"Marshall, Roger",KS,1,2018,"Havana, Cuba",Original,1/24/2018,1/28/2018,Center for Democracy in the Americas
500018658,Anna Hevia,"Cardenas, Tony",CA,29,2018,"Las Vegas, NV",Original,1/9/2018,1/11/2018,Consumer Technology Association
500018659,Cody Stewart,"Bishop, Rob",UT,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018660,Karen Bass,"Bass, Karen",CA,37,2018,"Havana, Cuba",Original,1/24/2018,1/28/2018,Center for Democracy in the Americas
500018661,Kyle Matous,"Sessions, Pete",TX,32,2018,"White Sulfur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018662,Stephen Cote,"Sessions, Pete",TX,32,2018,"White Sulpher Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018663,Sean Moran,"Harper, Gregg",MS,3,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018664,Jonathan Towers,"Roe, David",TN,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018665,Mark Roman,"Smith, Jason",MO,8,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018666,Karas Gross,"Sessions, Pete",TX,32,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018667,Andrew Grossman,"Brady, Kevin",TX,8,2018,"Lewiston, ME",Original,2/1/2018,2/2/2018,Bates College
500018668,Cody Stewart,"Bishop, Rob",UT,1,2018,"White Sulphur Springs, WV",Amendment,1/31/2018,2/1/2018,Congressional Institute
500018669,Jennifer Stewart,"Thornberry, Mac",TX,13,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/1/2018,Congressional Institute
500018670,Kyle Kizzier,"Mitchell, Paul",MI,10,2018,"Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018671,Pete Sessions,"Sessions, Pete",TX,32,2018,"Ottawa, Canada",Original,2/13/2018,2/14/2018,Macdonald-Laurier Institute
500018672,Ryan Ethington,"Sessions, Pete",TX,32,2018,"Ottawa, Canada",Original,2/13/2018,2/14/2018,Macdonald-Laurier Institute
500018673,Megan Savage,"Brooks, Susan",IN,5,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018674,Mahuar Sorour,"Ellison, Keith",MN,5,2018,"Marrakesh, Morocco",Original,1/31/2018,2/5/2018,Global Institute for Incineration Alternatives
500018675,Shannon McGahn,"Hensarling, Jeb",TX,5,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018676,Brandon Renz,"Foxx, Virginia",NC,5,2018,"White Sulpher Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018677,Shelley Husband,"Goodlatte, Bob",VA,6,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018678,Chad Beckett,"Bell, Jason",,,2018,"Orlando, FL",Original,1/23/2018,1/24/2018,Association of Threat Assessment Professionals
500018679,Derrick Dockery,"Ryan, Paul",WI,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018680,Joshua Althouse,"Ryan, Paul",WI,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018681,Nicole Foltz,"Ryan, Paul",WI,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018682,Will Miller,"Ryan, Paul",WI,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018683,Tommy Andrews,"Ryan, Paul",WI,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018684,Cynthia Herrle,"Ryan, Paul",WI,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018685,George Callas,"Ryan, Paul",WI,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018686,Kiel Weaver,"Ryan, Paul",WI,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018687,Jeffrey Dressler,"Ryan, Paul",WI,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018688,Stephanie Parks,"Ryan, Paul",WI,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018689,Casey Higgins,"Ryan, Paul",WI,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018690,Geoffrey Antell,"Ryan, Paul",WI,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018691,Edward McCann,"Ryan, Paul",WI,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018692,Douglas Andres,"Ryan, Paul",WI,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018693,Ashlee Strong,"Ryan, Paul",WI,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018694,Caleb Smith,"Ryan, Paul",WI,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018695,Michael Ricci,"Ryan, Paul",WI,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018696,Andy Speth,"Ryan, Paul",WI,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018697,Jennifer Hemingway,"Ryan, Paul",WI,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018698,Hugh Halpern,"Ryan, Paul",WI,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018699,Brendan Buck,"Ryan, Paul",WI,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018700,Jonathan Burks,"Ryan, Paul",WI,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018701,Ben Howard,"Scalise, Steve",LA,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018702,Hillary O'Brien,"Smith, Lamar",TX,21,2018,"Denver, CO",Original,2/4/2018,2/5/2018,Health Physics Society
500018703,Chris Bond,"Scalise, Steve",LA,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018704,William Hughes,"Scalise, Steve",LA,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018705,Martin Reiser,"Scalise, Steve",LA,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018706,Ben Napier,"Scalise, Steve",LA,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018707,Brett Horton,"Scalise, Steve",LA,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018708,Parker Poling,"Scalise, Steve",LA,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018709,John Reising,"Scalise, Steve",LA,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018710,Matthew Sparks,"McCarthy, Kevin",CA,23,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018711,Christopher Bien,"McCarthy, Kevin",CA,23,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018712,Katie Meyer,"McCarthy, Kevin",CA,23,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018713,Erin Perrine,"McCarthy, Kevin",CA,23,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018714,Will Dunham,"McCarthy, Kevin",CA,23,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018715,James Min,"McCarthy, Kevin",CA,23,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018716,Natalie Buchanan Joyce,"McCarthy, Kevin",CA,23,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018717,Alexandra Gourdikian,"McCarthy, Kevin",CA,23,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018718,Kelly Chambers,"McCarthy, Kevin",CA,23,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018719,John Leganski,"McCarthy, Kevin",CA,23,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018720,Luke Murry,"McCarthy, Kevin",CA,23,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018721,Brittan Specht,"McCarthy, Kevin",CA,23,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018722,Barrett Karr,"McCarthy, Kevin",CA,23,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018723,Nancy Fox,"Frelinghuysen, Rodney",NJ,11,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018724,Andrew Kent,"Dent, Charles",PA,15,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018725,Robert Borden,"Gowdy, Trey",SC,4,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018726,Mark Epley,"Ryan, Paul",WI,1,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018727,Olivia Hnat,"McMorris Rodgers, Cathy",WA,5,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018728,Nick Crocker,"McMorris Rodgers, Cathy",WA,5,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018729,Megan Perez,"McMorris Rodgers, Cathy",WA,5,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018730,Rachel Barkley,"McMorris Rodgers, Cathy",WA,5,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018731,Katelyn Brantley,"McMorris Rodgers, Cathy",WA,5,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018732,Nate Hodson,"McMorris Rodgers, Cathy",WA,5,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018733,Sarah Rogers,"McMorris Rodgers, Cathy",WA,5,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018734,Jerry White,"McMorris Rodgers, Cathy",WA,5,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018735,Jeremy Deutsch,"McMorris Rodgers, Cathy",WA,5,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018736,Cherie Paquette,"McMorris Rodgers, Cathy",WA,5,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018737,Kara Hauck,"McMorris Rodgers, Cathy",WA,5,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018738,Jaime Herrera Beutler,"Beutler, Jaime Herrera",WA,3,2018,"Phoenix, AZ",Original,2/9/2018,2/10/2018,American Society of Transplantation
500018739,Kathryn Patru,"Harper, Gregg",MS,3,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018740,Elissa McLerran,"Arrington, Jodey",TX,19,2018,"Palm Beach, FL",Original,2/21/2018,2/23/2018,South Florida Agricultural Foundation
500018741,Hilary Pinegar,"Smith, Jason",MO,8,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/2/2018,Congressional Institute
500018742,Austin Durrer,"Crist, Charlie",FL,13,2018,"Fort Lauderdale, FL",Original,2/22/2018,2/25/2018,Information Technology and Innovation Foundation
500018743,Curtis Rhyne,"Holding, George",NC,2,2018,"Fort Lauderdale, FL",Original,2/22/2018,2/25/2018,Information Technology and Innovation Foundation
500018744,Elya Taichman,"Lujan Grisham, Michelle",NM,1,2018,"Orlando, FL",Original,2/21/2018,2/23/2018,Farm Foundation
500018745,Dustin Carmack,"DeSantis, Ron",FL,6,2018,"Fort Lauderdale, FL",Original,2/22/2018,2/25/2018,Information Technology and Innovation Foundation
500018746,Lou Hrkman,"McKinley, David",WV,1,2018,"Los Angeles, CA",Original,2/22/2018,2/25/2018,Alliance to Save Energy
500018747,Ted Poe,"Poe, Ted",TX,2,2018,"Paris, France",Original,2/23/2018,2/25/2018,Organization of Iranian American Communities-US
500018748,Suzan DelBene,"DelBene, Suzan",WA,1,2018,"Fort Lauderdale, FL",Original,2/22/2018,2/24/2018,Information Technology and Innovation Foundation
500018749,Ben Napier,"Scalise, Steve",LA,1,2018,"Los Angeles, CA",Original,2/20/2018,2/22/2018,Motion Picture Association of America
500018750,Alicia West,"Pocan, Mark",WI,2,2018,"San Salvador, El Salvador",Original,2/21/2018,2/24/2018,Washington Office on Latin America
500018751,Aaron Schmidit,"DelBene, Suzan",WA,1,2018,"Fort Lauderdale, FL",Original,2/22/2018,2/25/2018,Information Technology and Innovation Foundation
500018752,Jonathan Halpern,"Bishop, Sanford",GA,2,2018,"Los Angeles, CA",Original,2/22/2018,2/24/2018,Alliance to Save Energy
500018753,Aruna Kalyanam,"Neal, Richard",MA,1,2018,"Fort Lauderdale, FL",Original,2/21/2018,2/25/2018,Information Technology and Innovation Foundation
500018754,Bradley Neal Howard,"Murphy, Stephanie",FL,7,2018,"Fort Lauderdale, FL",Original,2/22/2018,2/25/2018,Information Technology and Innovation Foundation
500018755,Kelli Ripp,"Johnson, Bill",OH,6,2018,"New Orleans, LA",Original,2/21/2018,2/23/2018,ACT | The App Association
500018756,Hailey Hart,"Ross, Dennis",FL,15,2018,"Orlando, FL",Original,2/21/2018,2/23/2018,Farm Foundation
500018757,Nichloas Vance,"Rutherford, John",FL,4,2018,"Clewiston, FL",Original,2/21/2018,2/23/2018,"South Florida Agricultural Foundation, Inc"
500018757,Nichloas Vance,"Rutherford, John",FL,4,2018,"West Palm Beach, FL",Original,2/21/2018,2/23/2018,"South Florida Agricultural Foundation, Inc"
500018758,Damon Nelson,"Nunes, Devin",CA,22,2018,"White Sulphur Springs, WV",Original,1/31/2018,2/1/2018,Congressional Institute
500018759,Claire Figel,"Royce, Edward",CA,39,2018,"Mexico City, Mexico",Original,2/19/2018,2/24/2018,Center for American Progress
500018760,Machalagh Carr,"Brady, Kevin",TX,8,2018,"Fort Lauderdale, FL",Original,2/22/2018,2/24/2018,Information Technology and Innovation Foundation
500018761,Eric Jacobstein,"Engel, Eliot",NY,16,2018,"San Salvador, El Salvador",Original,2/21/2018,2/24/2018,Washington Office on Latin America
500018762,Mark Pieschel,"Yoho, Ted",FL,3,2018,"Clewiston, FL",Original,2/21/2018,2/23/2018,"South Florida Agricultural Foundation, Inc"
500018762,Mark Pieschel,"Yoho, Ted",FL,3,2018,"West Palm Beach, FL",Original,2/21/2018,2/23/2018,"South Florida Agricultural Foundation, Inc"
500018763,Gisselle Reynolds,"Diaz-Balart, Mario",FL,25,2018,"Clewiston, FL",Original,2/21/2018,2/23/2018,"South Florida Agriculture Foundation, Inc"
500018763,Gisselle Reynolds,"Diaz-Balart, Mario",FL,25,2018,"West Palm Beach, FL",Original,2/21/2018,2/23/2018,"South Florida Agriculture Foundation, Inc"
500018764,Juan Carlos Monje,"Royce, Edward",CA,39,2018,"Mexico City, Mexico",Original,2/19/2018,2/24/2018,Center for American Progress
500018766,Scott Reber,"Love, Mia",UT,4,2018,"Clewiston, FL",Original,2/21/2018,2/23/2018,"South Florida Agricultural Foundation, Inc"
500018766,Scott Reber,"Love, Mia",UT,4,2018,"West Palm Beach, FL",Original,2/21/2018,2/23/2018,"South Florida Agricultural Foundation, Inc"
500018767,Amy Jones,"Foxx, Virginia",NC,5,2018,"St. Michaels, MD",Original,2/20/2018,2/22/2018,Aspen Institute
500018768,Diana DeGette,"DeGette, Diana",CO,1,2018,"Sapporo, Japan",Original,2/17/2018,2/25/2018,US Association of Former Members of Congress
500018768,Diana DeGette,"DeGette, Diana",CO,1,2018,"Tokyo, Japan",Original,2/17/2018,2/25/2018,US Association of Former Members of Congress
500018769,Leslie Tatum,"Foxx, Virginia",NC,5,2018,"St. Michaels, MD",Original,2/20/2018,2/22/2018,Aspen Institute
500018770,Matthew Fery,"Higgins, Brian",NY,26,2018,"Los Angeles, CA",Original,2/19/2018,2/22/2018,Motion Picture Association of America
500018771,Vincente Gonzalez,"Gonzalez, Vicente",TX,15,2018,"Sapporo, Japan",Original,2/17/2018,2/24/2018,US Association of Former Members of Congress
500018771,Vincente Gonzalez,"Gonzalez, Vicente",TX,15,2018,"Tokyo, Japan",Original,2/17/2018,2/24/2018,US Association of Former Members of Congress
500018772,Michael Edwards,"Poe, Ted",TX,2,2018,"Clewiston, FL",Original,2/21/2018,2/23/2018,South Florida Agricultural Foundation
500018772,Michael Edwards,"Poe, Ted",TX,2,2018,"West Palm Beach, FL",Original,2/21/2018,2/23/2018,South Florida Agricultural Foundation
500018773,Amanda Schaumberg,"Foxx, Virginia",NC,5,2018,"St. Michaels, MD",Original,2/20/2018,2/22/2018,Aspen Institute
500018774,Brad Thomas,"Foxx, Virginia",NC,5,2018,"St. Michaels, MD",Original,2/20/2018,2/22/2018,Aspen Institute
500018775,Leslie Zelenko,"Pocan, Mark",WI,2,2018,"New Orleans, LA",Original,2/21/2018,2/23/2018,ACT | The App Association
500018776,Gregory Zerzan,"Walden, Greg",OR,2,2018,"New Orleans, LA",Original,2/21/2018,2/23/2018,ACT | The App Association
500018777,Bill Flores,"Flores, Bill",TX,17,2018,"Sapporo, Japan",Original,2/17/2018,2/24/2018,U.S. Association of Former Member of Congress
500018777,Bill Flores,"Flores, Bill",TX,17,2018,"Tokyo, Japan",Original,2/17/2018,2/24/2018,U.S. Association of Former Member of Congress
500018778,Paul Behrends,"Rohrabacher, Dana",CA,48,2018,"Paris, France",Original,2/23/2018,2/25/2018,Organization of Iranian American Communities-US
500018779,Michael Taggart,"Lance, Leonard",NJ,7,2018,"New Orleans, LA",Original,2/21/2018,2/23/2018,ACT| The App Association
500018780,Max Frankel,"Quigley, Mike",IL,5,2018,"New Orleans, LA",Original,2/21/2018,2/23/2018,ACT| The App Association
500018781,Jacque Chevalier Mosely,"Scott, Robert",VA,3,2018,"St. Michaels, MD",Original,2/20/2018,2/22/2018,Aspen Institute
500018782,Elizabeth Foley,"McCollum, Betty",MN,4,2018,"Accra, Ghana",Original,2/17/2018,2/24/2018,Center for Strategic and International Studies
500018782,Elizabeth Foley,"McCollum, Betty",MN,4,2018,"Tamale, Ghana",Original,2/17/2018,2/24/2018,Center for Strategic and International Studies
500018783,Andy Harris,"Harris, Andy",MD,1,2018,"Sapporo, Japan",Original,2/17/2018,2/24/2018,US Association of Former Members of Congress
500018783,Andy Harris,"Harris, Andy",MD,1,2018,"Tokyo, Japan",Original,2/17/2018,2/24/2018,US Association of Former Members of Congress
500018784,Earsdale Ash,"Clarke, Yvette",NY,9,2018,"New Orleans, LA",Original,2/21/2018,2/23/2018,ACT | App Association
500018785,Elizabeth Lopez-Sandoval,"Crowley, Joseph",NY,14,2018,"Mexico City, Mexico",Original,2/19/2018,2/24/2018,Center for American Progress
500018786,Jose Luis Correa,"Correa, J.",CA,46,2018,"Sapporo, Japan",Original,2/17/2018,2/24/2018,US Association of Former Members of Congress
500018786,Jose Luis Correa,"Correa, J.",CA,46,2018,"Tokyo, Japan",Original,2/17/2018,2/24/2018,US Association of Former Members of Congress
500018787,Liz Leibowitz,"Lowey, Nita",NY,17,2018,"Livingstone, Zambia",Original,2/17/2018,2/23/2018,Cooperative for Assistance and Relief Everywhere
500018787,Liz Leibowitz,"Lowey, Nita",NY,17,2018,"Lusaka, Zambia",Original,2/17/2018,2/23/2018,Cooperative for Assistance and Relief Everywhere
500018788,Elena Pino,"Lee, Barbara",CA,13,2018,"Los Angeles, CA",Original,2/22/2018,2/24/2018,Alliance to Save Energy
500018789,Diana Rios,"Gomez, Jimmy",CA,34,2018,"Los Angeles, CA",Original,2/21/2018,2/22/2018,Alliance to Save Energy
500018790,Scott Tipton,"Tipton, Scott",CO,3,2018,"Jerusalem, Israel",Original,2/18/2018,2/26/2018,Proclaiming Justice to the Nations
500018791,Billy Long,"Long, Billy",MO,7,2018,"Sapporo, Japan",Original,2/17/2018,2/24/2018,US Association of Former Members of Congress
500018791,Billy Long,"Long, Billy",MO,7,2018,"Tokyo, Japan",Original,2/17/2018,2/24/2018,US Association of Former Members of Congress
500018792,Justin Ahn,"Rohrabacher, Dana",CA,48,2018,"Paris, France",Original,2/22/2018,2/25/2018,Organizaation of Iranian American Communities
