DocID,FilerName,MemberName,Sate,District,Year,Destination,Filing Type,Departure Date,Return Date,Travel Sponsor
500006996,Edward F. McDonald,"Coble, Howard",NC,6,2012,"Las Vegas, NV",Original,1/9/2012,1/12/2012,Consumer Electronics Association
500006997,Bobby Rush,"Rush, Bobby",IL,1,2012,"Accra, Ghana",Original,1/7/2012,1/17/2012,"CARE, Inc."
500006997,Bobby Rush,"Rush, Bobby",IL,1,2012,"Monrovia, Liberia",Original,1/7/2012,1/17/2012,"CARE, Inc."
500006999,F. James Sensenbrenner Jr.,"Sensenbrenner, F.",WI,5,2012,"Tokyo, Japan",Original,1/10/2012,1/13/2012,US - Japan - South Korea Legislative Exchange Program under a grant from the US - Japan Friendship
500007001,Gerald E. Connolly,"Connolly, Gerald",VA,11,2012,"Las Vegas, NV",Original,1/9/2012,1/11/2012,Consumer Electronics Association
500007002,James Walkinshaw,"Connolly, Gerald",VA,11,2012,"Las Vegas, NV",Original,1/9/2012,1/11/2012,Consumer Electronics Association
500007003,John W. Billings,"Bass, Charles F.",NH,2,2012,"Las Vegas, NV",Original,1/11/2012,1/13/2012,Consumer Electronics Association
500007005,Frank Watkins,"Jackson, Jesse L.",IL,2,2012,"Baltimore, MD",Original,1/19/2012,1/20/2012,Progressive Congress.org
500007006,Thomas Marino,"Marino, Tom",PA,10,2012,"Accra, Ghana",Original,1/7/2012,1/14/2012,"CARE, Inc."
500007006,Thomas Marino,"Marino, Tom",PA,10,2012,"Monrovia, Liberia",Original,1/7/2012,1/14/2012,"CARE, Inc."
500007007,Stephanie Moore,"Conyers, John",MI,13,2012,"Las Vegas, NV",Original,1/9/2012,1/11/2012,Consumer Electronics Association
500007008,Cliff Stearns,"Stearns, Cliff",FL,6,2012,"Las Vegas, NV",Original,1/10/2012,1/12/2012,Consumer Electronics Association
500007010,Fabrice Coles,"Richmond, Cedric",LA,2,2012,"New York City, NY",Original,1/18/2012,1/19/2012,The Humpty Dumpty Institute (HDI) and United Nations Foundation (UNF)
500007011,Cedric Richmond,"Richmond, Cedric",LA,2,2012,"New York City, NY",Original,1/18/2012,1/19/2012,The Humpty Dumpty Institute (HDI) and United Nations Foundation (UNF)
500007012,Billy Long,"Long, Billy",MO,7,2012,"Las Vegas, NV",Original,1/8/2012,1/11/2012,Consumer Electronics Association
500007013,Shawn H. Chang,"Waxman, Henry A.",CA,33,2012,"Las Vegas, NV",Original,1/10/2012,1/12/2012,Consumer Electronics Association
500007014,Jennifer Kane,"Carney, Christopher P.",PA,10,2012,"Denver, CO",Original,1/11/2012,1/13/2012,Alliance to Save Energy
500007015,John Shimkus,"Shimkus, John",IL,15,2012,"Las Vegas, NV",Original,1/9/2012,1/13/2012,Consumer Electronics Association
500007016,Charles F. Bass,"Bass, Charles F.",NH,2,2012,"Las Vegas, NV",Original,1/11/2012,1/13/2012,Consumer Electronics Association
500007017,Michael Ryan Clough,"Lofgren, Zoe",CA,19,2012,"Las Vegas, NV",Original,1/9/2012,1/11/2012,Consumer Electronics Association
500007020,"Jesse Jackson, Jr.","Jackson, Jesse L.",IL,2,2012,"Baltimore, MD",Original,1/19/2012,1/20/2012,ProgressiveCongress.org
500007021,Kyle J. Victor,"Matsui, Doris",CA,6,2012,"Las Vegas, NV",Original,1/10/2012,1/12/2012,Consumer Electronics Association
500007024,Laurent Morgan Crenshaw,"Issa, Darrell",CA,49,2012,"Las Vegas, NV",Original,1/10/2012,1/13/2012,Consumer Electronics Association
500007025,Karen Bass,"Bass, Karen",CA,37,2012,"New York City, NY",Original,1/18/2012,1/19/2012,Humpty Dumpty Institute
500007026,Karen Bass,"Bass, Karen",CA,37,2012,"Baltimore, MD",Original,1/19/2012,1/20/2012,ProgressiveCongress.org
500007028,Katherine Ott,"Doyle, Michael",PA,14,2012,"Denver, CO",Original,1/11/2012,1/13/2012,Alliance to Save Energy
500007029,Frank Watkins,"Jackson, Jesse L.",IL,2,2012,"Greensboro, NC",Original,1/12/2012,1/13/2012,Elon University
500007030,Janet Poppleton,"Hall, Ralph M.",TX,4,2012,"Baltimore, MD",Original,1/19/2012,1/21/2012,The Congressional Institute
500007031,Jim McDerrmott,"McDermott, Jim",WA,7,2012,"Baltimore, MD",Original,1/18/2012,1/20/2012,ProgressiveCongress.org
500007032,David Redl,"Upton, Fred",MI,6,2012,"Las Vegas, NV",Original,1/10/2012,1/12/2012,Consumer Electronics Association
500007035,Keith Ellison,"Ellison, Keith",MN,5,2012,"Baltimore, MD",Original,1/18/2012,1/20/2012,ProgressiveCongress.org
500007036,Jamie Long,"Ellison, Keith",MN,5,2012,"Baltimore, MD",Original,1/18/2012,1/20/2012,ProgressiveCongress.org
500007037,Lale M. Mamaux,"Hastings, Alcee",FL,20,2012,"Key Largo, FL",Original,1/19/2012,1/21/2012,The Everglades Foundation
500007037,Lale M. Mamaux,"Hastings, Alcee",FL,20,2012,"Miami, FL",Original,1/19/2012,1/21/2012,The Everglades Foundation
500007038,Robert L. Turner,"Turner, Robert L.",NY,9,2012,"Tel Aviv, Israel",Original,1/7/2012,1/15/2012,American Israel Education Foundation
500007040,Barbara Lee,"Lee, Barbara",CA,13,2012,"Baltimore, MD",Original,1/18/2012,1/20/2012,ProgressiveCongress.org
500007041,Cesar A. Gonzalez,"Diaz-Balart, Mario",FL,25,2012,"Key Largo, FL",Original,1/19/2012,1/22/2012,Everglades foundation
500007041,Cesar A. Gonzalez,"Diaz-Balart, Mario",FL,25,2012,"Miami, FL",Original,1/19/2012,1/22/2012,Everglades foundation
500007042,Jirair Ratevosian,"Lee, Barbara",CA,13,2012,"Baltimore, MD",Original,1/18/2012,1/20/2012,ProgressiveCongress.org
500007043,Ruth L. Katz,"Waxman, Henry A.",CA,33,2012,"Hartford, CT",Original,1/19/2012,1/21/2012,Yale University
500007044,Jesse L. Jackson Jr.,"Jackson, Jesse L.",IL,2,2012,"Greensboro, NC",Original,1/12/2012,1/13/2012,Elon University
500007045,Bill Flores,"Flores, Bill",TX,17,2012,"Tel Aviv, Israel",Original,1/7/2012,1/15/2012,American Israel Education Foundation (AIEF)
500007046,Sandra Adams,"Adams, Sandy",FL,24,2012,"Jerusalem, Israel",Original,1/7/2012,1/15/2012,American Israel Education Foundation (AIEF)
500007046,Sandra Adams,"Adams, Sandy",FL,24,2012,"Tel Aviv, Israel",Original,1/7/2012,1/15/2012,American Israel Education Foundation (AIEF)
500007047,Raul M. Grijalva,"Grijalva, Raul",AZ,3,2012,"Baltimore, MD",Original,1/18/2012,1/20/2012,ProgressiveCongress.org
500007048,Joo-Jin Ong,"Berman, Howard L.",CA,28,2012,"Waimea, Hawaii",Original,1/2/2012,1/4/2012,The Maureen and Mike Mansfield Foundation and the Smith Richardson Foundation
500007049,Tim Schumann,"Ellison, Keith",MN,5,2012,"Baltimore, MD",Original,1/18/2012,1/20/2012,ProgressiveCongress.org
500007050,Jennifer Gore,"Ellison, Keith",MN,5,2012,"Baltimore, MD",Original,1/18/2012,1/20/2012,ProgressiveCongress.org
500007051,Eric Williams,"Bass, Karen",CA,37,2012,"New York, NY",Original,1/18/2012,1/19/2012,Humpty Dumpty Institute
500007052,Benjamin Branch,"Meeks, Gregory",NY,5,2012,"Las Vegas, NV",Original,1/10/2012,1/13/2012,Consumer Electronics Association
500007053,Neil Fried,"Upton, Fred",MI,6,2012,"Las Vegas, NV",Original,1/10/2012,1/12/2012,Consumer Electronics Association
500007054,Amy Emerick,"Grijalva, Raul",AZ,3,2012,"Baltimore, MD",Original,1/18/2012,1/20/2012,ProgressiveCongress.org
500007055,Glenn E. Miller,"Grijalva, Raul",AZ,3,2012,"Baltimore, MD",Original,1/18/2012,1/21/2012,ProgressiveCongress.org
500007056,Phil Gingrey,"Gingrey, Phil",GA,11,2012,"Philadelphia, PA",Original,1/25/2012,1/27/2012,The Heritage Foundation
500007057,Reid J. Ribble,"Ribble, Reid J.",WI,8,2012,"Tel Aviv, Israel",Original,1/7/2012,1/15/2012,American Israel Education Foundation (AIEF)
500007058,Cathy McMorris Rodgers,"McMorris Rodgers, Cathy",WA,5,2012,"Tel Aviv, Israel",Original,1/7/2012,1/15/2012,AIEF (American Israel Education Foundation)
500007060,Madeleine Z. Bordallo,"Bordallo, Madeleine",GU,0,2012,"Tokyo, Japan",Original,1/10/2012,1/14/2012,US-Japan Legislative Exchange Program under a grant from the Japan-US Friendship Commision to the GW
500007061,Virgil Miller,"Richmond, Cedric",LA,2,2012,"New York City, NY",Original,1/18/2012,1/19/2012,The Humpty Dumpty Institute (HDI) and United Nations Foundation (UNF)
500007062,Gregory Berry,"Richardson, Laura",CA,37,2012,"Las Vegas, NV",Original,1/11/2012,1/14/2012,Consumer Electronics Association
500007064,Jennifer Kane,"Carney, John C.",DE,0,2012,"Denver, CO",Original,1/11/2012,1/13/2012,Alliance to Save Energy
500007065,Jennifer Wood,"Bass, Karen",CA,37,2012,"Baltimore, MD",Original,1/19/2012,1/20/2012,Progressive Congress
500007066,Joseph Heck,"Heck, Joseph J.",NV,3,2012,"Tel Aviv, Israel",Original,1/7/2012,1/15/2012,American Israeli Education Foundation
500007068,Brad Miller,"Miller, Brad",NC,13,2012,"Baltimore, MD",Original,1/18/2012,1/20/2012,ProgressiveCongress.org
500007069,Hannah Izon,"Sires, Albio",NJ,8,2012,"New York, NY",Original,1/18/2012,1/19/2012,The Humpty Dumpty Institute (HDI) and United Nations Foundation (UNF)
500007070,Kaylan Koszela,"Sires, Albio",NJ,8,2012,"New York, NY",Original,1/18/2012,1/19/2012,The Humpty Dumpty Institute (HDI) and the United Nations Foundation (UNF)
500007071,Joshua Rogin,"Deutch, Theodore",FL,22,2012,"Key Largo, FL",Original,1/19/2012,1/21/2012,Everglades Foundation
500007071,Joshua Rogin,"Deutch, Theodore",FL,22,2012,"Miami, FL",Original,1/19/2012,1/21/2012,Everglades Foundation
500007072,Betty McCollum,"McCollum, Betty",MN,4,2012,"New York, NY",Original,1/18/2012,1/19/2012,The Humpty dumpty Institute (HDI) and United Nations Foundation (UNF)
500007073,Maria Reppas,"McCollum, Betty",MN,4,2012,"New York, NY",Original,1/18/2012,1/19/2012,The Humpty Dumpty Institute (HDI) and United Nations Foundation (UNF)
500007074,Justin Grabelle,"Nugent, Richard B.",FL,11,2012,"Key Largo, FL",Original,1/19/2012,1/21/2012,Everglades Foundation
500007074,Justin Grabelle,"Nugent, Richard B.",FL,11,2012,"Miami, FL",Original,1/19/2012,1/21/2012,Everglades Foundation
500007075,Marcia L. Fudge,"Fudge, Marcia",OH,11,2012,"Baltimore, MD",Original,1/19/2012,1/20/2012,ProgressiveCongress.org
500007076,Veleter Mazyck,"Fudge, Marcia",OH,11,2012,"Baltimore, MD",Original,1/19/2012,1/20/2012,ProgressiveCongress.Org
500007077,Joe Walsh,"Walsh, Joe",IL,8,2012,"Philadelphia, PA",Original,1/25/2012,1/27/2012,Heritage Foundation
500007078,David P. Roe,"Roe, David",TN,1,2012,"Philadelphia, PA",Original,1/25/2012,1/27/2012,Heritage Foundation
500007079,"Henry C. ""Hank"" Johnson","Johnson, Henry",GA,4,2012,"Baltimore, MD",Original,1/18/2012,1/20/2012,ProgressiveCongress.Org
500007080,Cortney Thomas Bush,"Bono Mack, Mary",CA,45,2012,"Las Vegas, NV",Original,1/10/2012,1/12/2012,Consumer Electronics Association
500007081,Scott Goldstein,"Johnson, Henry",GA,4,2012,"Baltimore, MD",Original,1/18/2012,1/20/2012,ProgressiveCongress.Org
500007082,Austin Durrer,"Moran, James P.",VA,8,2012,"Miami, FL",Original,1/19/2012,1/22/2012,Everglades Foundation
500007083,Andrew C. Adair,"McDermott, Jim",WA,7,2012,"Baltimore, MD",Original,1/18/2012,1/20/2012,ProgressiveCongress.Org
500007084,Dean Thompson,"Roskam, Peter",IL,6,2012,"Baltimore, MD",Original,1/19/2012,1/21/2012,The Congressional Institute
500007085,Lawrence J. Brady,"Issa, Darrell",CA,49,2012,"Baltimore, MD",Original,1/19/2012,1/21/2012,The Congressional Institute
500007086,Laura Richardson,"Richardson, Laura",CA,37,2012,"Baltimore, MD",Original,1/18/2012,1/19/2012,ProgressiveCongress.Org
500007087,David Skillman,"Blumenauer, Earl",OR,3,2012,"Denver, CO",Amendment,1/11/2012,1/13/2012,Alliance To Save Energy
500007088,David Skillman,"Blumenauer, Earl",OR,3,2012,"Fort Lauderdale, FL",Original,1/20/2012,1/22/2012,Alliance for Health Reform
500007090,Sean McLaughlin,"Smith, Lamar",TX,21,2012,"Baltimore, MD",Original,1/19/2012,1/21/2012,The Congressional Institute
500007091,John Walker,"Carter, John",TX,31,2012,"Baltimore, MD",Original,1/19/2012,1/20/2012,Congressional Institute
500007092,"Frank W. Cullen, Jr.","Bono Mack, Mary",CA,45,2012,"Las Vegas, NV",Original,1/10/2012,1/12/2012,Consumer Electronics Association
500007093,Maxine Waters,"Waters, Maxine",CA,43,2012,"Baltimore, MD",Original,1/18/2012,1/20/2012,ProgressiveCongress.org
500007095,Earl Blumenauer,"Blumenauer, Earl",OR,3,2012,"Ft. Lauderdale, FL",Original,1/20/2012,1/22/2012,Alliance for Health Reform Funded through a grant from the Commonwealth Fund
500007096,Travis Robey,"Kind, Ron",WI,3,2012,"Ft. Lauderdale, FL",Original,1/20/2012,1/22/2012,Alliance for Health reform - funded through a grant from the Commonwealth Fund
500007097,Joshua M. Saltzman,"Sessions, Pete",TX,32,2012,"Baltimore, MD",Original,1/19/2012,1/21/2012,The Congressional Institute
500007099,Michael Ference,"Cantor, Eric",VA,7,2012,"Las Vegas, NV",Original,1/11/2012,1/13/2012,Consumer Electronics Association
500007100,Ron Kind,"Kind, Ron",WI,3,2012,"Ft. Lauderdale, FL",Original,1/19/2012,1/22/2012,Alliance for Health Reform - funded through a grant from the Commonwealth Fund
500007101,Thomas Jonathan Ossoff,"Johnson, Henry",GA,4,2012,"Accra, Ghana",Original,1/7/2012,1/18/2012,"CARE, Inc"
500007101,Thomas Jonathan Ossoff,"Johnson, Henry",GA,4,2012,"Monorovia, Liberia",Original,1/7/2012,1/18/2012,"CARE, Inc"
500007102,Joe Courtney,"Courtney, Joe",CT,2,2012,"Boston, MA",Original,1/27/2012,1/28/2012,CT Dental Association
500007103,Arthur Estopinan,"Ros-Lehtinen, Ileana",FL,27,2012,"Key Largo, FL",Original,1/19/2012,1/22/2012,Everglades Foundation
500007103,Arthur Estopinan,"Ros-Lehtinen, Ileana",FL,27,2012,"Miami, FL",Original,1/19/2012,1/22/2012,Everglades Foundation
500007114,Lori Salley,"Graves, Sam",MO,6,2012,"Baltimore, MD",Original,1/19/2012,1/21/2012,Congressional Institute
500007115,Donna F. Edwards,"Edwards, Donna F.",MD,4,2012,"Baltimore, MD",Original,1/19/2012,1/20/2012,ProgressiveCongress.org
500007116,Gene Green,"Green, Gene",TX,29,2012,"Fort Lauderdale, FL",Original,1/20/2012,1/22/2012,Alliance for Health Reform
500007117,Laura Stevens Kent,"Dent, Charles",PA,15,2012,"Baltimore, MD",Original,1/19/2012,1/22/2012,The Congressional Institute
500007118,Diana DeGette,"DeGette, Diana",CO,1,2012,"Fort Lauderdale, FL",Original,1/20/2012,1/22/2012,Alliance for Health Reform - funded through a grant from the Commonwealth Fund.
500007119,Jeremy Slevin,"Ellison, Keith",MN,5,2012,"Baltimore, MD",Original,1/18/2012,1/20/2012,ProgressiveCongress.org
500007120,Steven Moore,"Roskam, Peter",IL,6,2012,"Baltimore, MD",Original,1/19/2012,1/21/2012,The Congressional Institute
500007121,Mikael Moore,"Waters, Maxine",CA,43,2012,"Baltimore, MD",Original,1/18/2012,1/20/2012,ProgressiveCongress.org
500007122,"Henry C. ""Hank"" Johnson","Johnson, Henry",GA,4,2012,"Accra, Ghana",Original,1/7/2012,1/13/2012,"CARE, Inc."
500007122,"Henry C. ""Hank"" Johnson","Johnson, Henry",GA,4,2012,"Monrovia, Liberia",Original,1/7/2012,1/13/2012,"CARE, Inc."
500007123,Donna M. Christensen,"Christensen, Donna M.",VI,0,2012,"Fort Lauderdale, FL",Original,1/20/2012,1/22/2012,Alliance for Health Reform and The Commonwealth Fund
500007128,Laurie Saroff,"Hahn, Janice",CA,44,2012,"Baltimore, MD",Original,1/18/2012,1/20/2012,Progressive Congress
500007129,Janice Hahn,"Hahn, Janice",CA,44,2012,"Baltimore, MD",Original,1/18/2012,1/20/2012,Progressive Congress
500007130,Jerry Pete Obermueller,"Lummis, Cynthia M.",WY,0,2012,"Phoenix, AZ",Original,1/26/2012,1/27/2012,ASI
500007131,Kathryn C. Becker,"Welch, Peter",VT,0,2012,"Baltimore, MD",Original,1/19/2012,1/19/2012,ProgressiveCongress.org
500007132,Jim Cooper,"Cooper, Jim",TN,5,2012,"Fort Lauderdale, FL",Original,1/20/2012,1/22/2012,"Alliance for Health Reform, which received a grant for that purpose from The Commonwealth Fund"
500007133,Brendan Buck,"Boehner, John A.",OH,8,2012,"Baltimore, MD",Original,1/19/2012,1/21/2012,Congressional Institute
500007134,Ed Cassidy,"Boehner, John A.",OH,8,2012,"Baltimore, MD",Original,1/19/2012,1/21/2012,Congressional Institute
500007135,Peter Welch,"Welch, Peter",VT,0,2012,"Baltimore, MD",Original,1/19/2012,1/19/2012,ProgressiveCongress.org
500007136,John DeStefano,"Boehner, John A.",OH,8,2012,"Baltimore, MD",Original,1/19/2012,1/21/2012,The Congressional Institute
500007137,Barry Jackson,"Boehner, John A.",OH,8,2012,"Baltimore, MD",Original,1/19/2012,1/21/2012,The Congressional Institute
500007138,Brett Loper,"Boehner, John A.",OH,8,2012,"Baltimore, MD",Original,1/19/2012,1/21/2012,Congressional Institute
500007139,Trevor Kolego,"Boehner, John A.",OH,8,2012,"Baltimore, MD",Original,1/19/2012,1/21/2012,The Congressional Institute
500007140,William C. Krieger,"Boehner, John A.",OH,8,2012,"Baltimore, MD",Original,1/19/2012,1/21/2012,The Congressional Institute
500007141,Kevin Smith,"Boehner, John A.",OH,8,2012,"Baltimore, MD",Original,1/19/2012,1/21/2012,The Congressional Institute
500007142,Grant Saunders,"Boehner, John A.",OH,8,2012,"Baltimore, MD",Original,1/19/2012,1/21/2012,The Congressional Institute
500007143,David Schnittger,"Boehner, John A.",OH,8,2012,"Baltimore, MD",Original,1/19/2012,1/21/2012,The Congressional Institute
500007144,Michael Sommers,"Boehner, John A.",OH,8,2012,"Baltimore, MD",Original,1/19/2012,1/21/2012,The Congressional Institute
500007145,Jo-Marie St. Martin,"Boehner, John A.",OH,8,2012,"Baltimore, MD",Original,1/19/2012,1/21/2012,Congressional Institute
500007146,Anne Thorsen,"Boehner, John A.",OH,8,2012,"Baltimore, MD",Original,1/19/2012,1/21/2012,Congressional Institute
500007147,David Stewart,"Boehner, John A.",OH,8,2012,"Baltimore, MD",Original,1/19/2012,1/20/2012,The Congressional Institute
500007148,Michael Steel,"Boehner, John A.",OH,8,2012,"Baltimore, MD",Original,1/19/2012,1/21/2012,Congressional Institute
500007149,Jan Schakowsky,"Schakowsky, Janice",IL,9,2012,"Baltimore, MD",Original,1/19/2012,1/20/2012,ProgressiveCongress.org
500007150,Lynn Woolsey,"Woolsey, Lynn C.",CA,6,2012,"Baltimore, MD",Original,1/18/2012,1/20/2012,ProgressiveCongress.org
500007151,Nora Baumeister Matus,"Woolsey, Lynn C.",CA,6,2012,"Baltimore, MD",Original,1/19/2012,1/20/2012,ProgressiveCongress.org
500007152,Allyson Schwartz,"Schwartz, Allyson Y.",PA,13,2012,"Fort Lauderdale, FL",Original,1/20/2012,1/22/2012,Alliance for Health Reform - funded through a grant from the Commonwealth fund
500007153,Austin Scott,"Scott, Austin",GA,8,2012,"Taipei, Taiwan",Amendment,1/2/2012,1/9/2012,Fu Jen Catholic University
500007154,John B. Reising,"Scott, Austin",GA,8,2012,"Taipei, Taiwan",Amendment,1/2/2012,1/9/2012,Fu Jen Catholic University
500007157,Cathy Hurwit,"Schakowsky, Janice",IL,9,2012,"Baltimroe, MD",Original,1/19/2012,1/20/2012,ProgressiveCongress.org
500007158,Kelsey H. Mishkin,"Grijalva, Raul",AZ,3,2012,"Baltimore, MD",Original,1/18/2012,1/20/2012,ProgressiveCongress.org
500007159,Mike Honda,"Honda, Michael M.",CA,17,2012,"Baltimore, MD",Original,1/18/2012,1/20/2012,ProgressiveCongress.org
500007160,Zachary Cafritz,"Moran, James P.",VA,8,2012,"Baltimore, MD",Original,1/18/2012,1/20/2012,ProgressiveCongress.Org
500007161,Michael J. Russell,"King, Peter",NY,2,2012,"Baltimore, MD",Original,1/19/2012,1/20/2012,The Congressional Institute
500007162,Allison Rose,"Chu, Judy",CA,27,2012,"Baltimore, MD",Original,1/18/2012,1/19/2012,ProgressiveCongress.org
500007163,Pedro R. Pierluisi,"Pierluisi, Pedro R.",PR,0,2012,"New York, NY",Original,1/29/2012,1/30/2012,Congressional Hispanic Caucus Insititute
500007164,Kevin James,"Petri, Thomas E.",WI,6,2012,"Ft. Lauderdale, FL",Original,1/20/2012,1/22/2012,"Alliance for Health Reform, which recieved a grant for that purpose from the Commonwealth Fund"
500007165,Laura Hatalsky,"Honda, Michael M.",CA,17,2012,"Baltimore, MD",Original,1/18/2012,1/20/2012,ProgressiveCongress.org
500007166,Warren Tryon,"Bachus, Spencer",AL,6,2012,"Baltimore, MD",Original,1/19/2012,1/21/2012,The Congressional Institute
500007167,Hugh Nathanial Halpern,"Dreier, David",CA,26,2012,"Baltimore, MD",Original,1/19/2012,1/21/2012,The Congressional Institute
500007168,Stacey Leavandosky,"Lofgren, Zoe",CA,19,2012,"Las Vegas, NV",Original,1/12/2012,1/14/2012,Consumer Electronics Association
500007169,Janet Poppleton,"Hall, Ralph M.",TX,4,2012,"Baltimore, MD",Amendment,1/19/2012,1/21/2012,The Congressional Institute
500007170,Jonathan Nabavi,"King, Steve",IA,4,2012,"Las Vegas, NV",Original,1/11/2012,1/14/2012,CES
